ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN
"mdl-33074855","Clinical, Immunological, and Virological Outcomes Among Youths With Perinatal HIV After Transition to Adult Units in Spain From 1997 to 2016.","Aguilera-Alonso, David; Sainz, Talía; Jimenez de Ory, Santiago; Bernardino, Ignacio; Díez, Cristina; Torres, Berta; Merino, Dolores; Iribarren, José A; Portilla, Irene; Ríos, María José; Ibarra, Sofía; Sanz, José; Bellón, José María; Carrasco, Itziar; Muñoz-Fernández, María Ángeles; Ramos, José Tomás; Navarro, María Luisa","J Acquir Immune Defic Syndr;86(2): 240-247, 2021 02 01. ","J Acquir Immune Defic Syndr","MEDLINE","article","en","2021","Infecções por HIV/imunologia; Infecções por HIV/transmissão; Infecções por HIV/virologia; Adolescente; Adulto; Fármacos Anti-HIV/uso terapêutico; Contagem de Linfócito CD4; Estudos de Coortes; Feminino; Infecções por HIV/mortalidade; Humanos; Masculino; Gravidez; Fatores de Risco; Espanha; Carga Viral; Adulto Jovem","US","https://dx.doi.org/10.1097/QAI.0000000000002539","BACKGROUND: Children living with HIV are reaching adulthood and transitioning to adult clinics. This study aimed to describe clinical and immunovirological status after transition in patients with perinatal HIV. METHODS: Patients participating in the Spanish multicenter pediatric HIV cohort (CoRISpe) transferred to adult care (FARO cohort) from 1997 to 2016 were included. Clinical and immunovirological data were collected from 12 years old to the last follow-up moment after transition (up to December 2017). We used mixed-effect models to analyze changes in CD4 counts or viral suppression and multivariate analysis for risk factors for virological failure (VF) and immune status after transition. Transition years were classified into 5-year periods. RESULTS: Three hundred thirty-two youths were included. The median age at transition was 18 years (interquartile range: 16.3-18.9) and 58.1% women. The median follow-up time after transition was 6.6 years (interquartile range: 4.6-9.8), and 11 patients (3.3%) died. The immunovirological status at transition improved over the last periods. Globally, VF decreased from 27.7% at transition to 14.4% at 3 years post-transition (P < 0.001), but no changes were observed in the last 2 transition periods. There were no significant differences in CD4 over the transition period. Risk factors for VF after transition were female sex, being born abroad and VF at transition, and for lower CD4 after transition were Romani heritage, younger age at transition, lower CD4 nadir, and CD4 at transition. CONCLUSIONS: After transition, virological suppression improved in the early transition periods, and immunological status remained stable. Nevertheless, some patients had higher risk of worse outcomes. Identifying these patients may aid during transition.",20201019,86,2,10.1097/QAI.0000000000002539,1944-7884
"mdl-33302848","Pregnancy and Viral Hepatitis: Current Concepts.","Tagkou, Nikoletta M; Kondylis, Georgios; Cholongitas, Evangelos","Curr Pharm Des;27(36): 3775-3785, 2021. ","Curr Pharm Des","MEDLINE","article","en","2021","Hepatite B; Hepatite Viral Humana; Complicações Infecciosas na Gravidez; Criança; Feminino; Hepatite B/tratamento farmacológico; Hepatite B/prevenção &amp; controle; Vírus da Hepatite B; Hepatite Viral Humana/tratamento farmacológico; Hepatite Viral Humana/prevenção &amp; controle; Humanos; Recém-Nascido; Transmissão Vertical de Doenças Infecciosas/prevenção &amp; controle; Gravidez; Complicações Infecciosas na Gravidez/tratamento farmacológico","AE","https://dx.doi.org/10.2174/1381612826666201210113841","Viral hepatitis in pregnancy constitutes a complex issue, requiring meticulous management due to the potential potent compromise of both mother's and fetus' health. Hepatitis B and C are implicated with a high risk for chronicity, whereas hepatitis A and hepatitis E have an acute course. In pre-existing viral disease, pregnancy may lead to exacerbation of the disease's course due to a plethora of hormonal, immunological and genetic alterations. Vice versa, viral hepatitis, acute or chronic, during pregnancy, can cause gestational complications that may lead to significant maternal and neonatal morbidity and mortality. Mother to child transmission of hepatitis B and C virus, in high prevalence areas, has been recognized as a major cause of chronic viral infection and related complications in children. Due to the physiologic alterations in pregnancy, therapeutic indications may differ from those in the general population and there is an expanding field of research on available drugs and vaccines efficacy and safety during pregnancy. Of utmost importance remains the implementation of a preventive strategy in order to reduce the rates of vertical transmission. Universal screening of pregnant women, assessing the risk of transmission and determining the mode of delivery and the impact of breastfeeding are crucial aspects of this strategy. This review summarizes the impact of viral hepatitis in pregnancy, strategies of prevention of vertical transmission and available treatments.",20201211,27,36,10.2174/1381612826666201210113841,1873-4286
"biblio-1378040","Alterações dos componentes imunes presentes no colostro de mães com diabetes mellitus gestacional/ Changes in the immune components present in the colostrum of mothers with gestational diabetes mellitus","Avellar, Ana Carolina de Sena","Belo Horizonte; s.n; 2021. 81 p. ilus, tab.","","colecionaSUS","thesis","pt","2021","Citocinas; Diabetes Gestacional; Colostro; Quimiocinas; Dissertação Acadêmica; Gestantes; Sistema Imunitário","BR","https://repositorio.ufmg.br/bitstream/1843/37115/1/Dsserta%c3%a7%c3%a3o%20AnaCarolinaAvellar%20-%20Vers%c3%a3o%20final.pdf","Introdução: O leite materno é considerado um alimento completo e fundamental para o recém-nascido (RN). Até os primeiros 7 dias após o parto aproximadamente, o leite excretado da mama é conhecido como colostro, um fluído de menor volume e rico em compostos imunológicos. Esse leite é responsável por fornecer nutrição ideal para o crescimento e desenvolvimento saudável dos bebês, bem como garantir a proteção e o desenvolvimento adequado do sistema imune do recém-nascido. Entretanto, alguns fatores maternos como a Diabetes Mellitus Gestacional (DMG), pode vir a alterar a concentração de citocinas e quimiocinas presentes no colostro. Nesse contexto, torna-se importante avaliar as alterações nas concentrações desses biomarcadores na presença da doença, uma vez que essas mudanças podem afetar o desenvolvimento do sistema imune do recém-nascido. Objetivo: O presente trabalho tem por objetivo avaliar se a ocorrência de DMG modifica a concentração de citocinas e quimiocinas presentes no colostro. Métodos: Estudo transversal, realizado com dois grupos de mulheres internadas no pós-parto imediato em uma Maternidade referência em Belo Horizonte. Os grupos foram separados de forma que em um deles todas as participantes apresentaram gestação saudável, e o outro grupo apresentou DMG. Foram coletados dados socioeconômicos, de saúde e antropométricos através da caderneta da gestante e avaliação no pós-parto. Também no pós-parto, foi coletado em ambos os grupos uma média de 2mL de colostro para análise da concentração das citocinas/quimiocinas por imunoensaio multiplex. Resultados: Foram incluídas no estudo 25 mulheres, sendo que 56% delas apresentaram uma gestação de risco habitual e 44% DMG. A média e desvio padrão da idade entre elas foi calculada para o grupo risco habitual e DMG respectivamente (24,86±5,26) e (30,09±6,25). No grupo DMG, observou-se aumento na concentração de IL-10, IFN-ï§ e IL-15 no colostro. Numa avaliação global, percebeu-se que o colostro das mulheres com DMG apresentam uma concentração mais alta de agentes inflamatórios, e também dos anti-inflamatórios e que há uma correlação positiva entre as citocinas e quimiocinas nesse grupo. Conclusão: Nessa perspectiva, os dados obtidos no trabalho suportam a idéia de que a doença leva a alterações imunes no colostro, sugerindo que no grupo DMG há um aumento global de citocinas e quimiocinas",20220704,,,,
"mdl-34992598","The Placental Innate Immune System Is Altered in Early-Onset Preeclampsia, but Not in Late-Onset Preeclampsia.","Broekhuizen, Michelle; Hitzerd, Emilie; van den Bosch, Thierry P P; Dumas, Jasper; Verdijk, Robert M; van Rijn, Bas B; Danser, A H Jan; van Eijck, Casper H J; Reiss, Irwin K M; Mustafa, Dana A M","Front Immunol;12: 780043, 2021. ","Front Immunol","MEDLINE","article","en","2021","Placenta/patologia; Pré-Eclâmpsia/imunologia; Adulto; Biomarcadores/metabolismo; Estudos de Casos e Controles; Feminino; Perfilação da Expressão Gênica; Voluntários Saudáveis; Humanos; Idade Materna; Placenta/imunologia; Placenta/metabolismo; Pré-Eclâmpsia/diagnóstico; Pré-Eclâmpsia/patologia; Gravidez; Transdução de Sinais/imunologia; Fatores de Tempo","CH","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8724430","Preeclampsia is a severe placenta-related pregnancy disorder that is generally divided into two subtypes named early-onset preeclampsia (onset <34 weeks of gestation), and late-onset preeclampsia (onset &#8805;34 weeks of gestation), with distinct pathophysiological origins. Both forms of preeclampsia have been associated with maternal systemic inflammation. However, alterations in the placental immune system have been less well characterized. Here, we studied immunological alterations in early- and late-onset preeclampsia placentas using a targeted expression profile approach. RNA was extracted from snap-frozen placenta samples (healthy n=13, early-onset preeclampsia n=13, and late-onset preeclampsia n=6). The expression of 730 immune-related genes from the Pan Cancer Immune Profiling Panel was measured, and the data were analyzed in the advanced analysis module of nSolver software (NanoString Technology). The results showed that early-onset preeclampsia placentas displayed reduced expression of complement, and toll-like receptor (TLR) associated genes, specifically TLR1 and TLR4. Mast cells and M2 macrophages were also decreased in early-onset preeclampsia compared to healthy placentas. The findings were confirmed by an immunohistochemistry approach using 20 healthy, 19 early-onset preeclampsia, and 10 late-onset preeclampsia placentas. We conclude that the placental innate immune system is altered in early-onset preeclampsia compared to uncomplicated pregnancies. The absence of these alterations in late-onset preeclampsia placentas indicates dissimilar immunological profiles. The study revealed distinct pathophysiological processes in early-onset and late-onset preeclampsia placentas and imply that a tailored treatment to each subtype is desirable.",20220107,12,,10.3389/fimmu.2021.780043,1664-3224
"ibc-199278","Causas de muerte fetal: Un revisión de 38 pacientes/ Causes associated to fetal death: A review study of 38 women","Núñez-Beltrán, M; Comins-Boo, A; Ochoa Grullón, J; Hernández Llano, K; Rodríguez de Frías, E; Fernández-Arquero, M; Herraiz, MA; Coronado, P; Gasca, P; Sánchez-Ramón, S","Rev. iberoam. fertil. reprod. hum;37(3/4): 0-0, jul.-dic. 2020. tab","Rev. iberoam. fertil. reprod. hum","IBECS","article","es","2020","Humanos; Masculino; Gravidez; Adulto; Morte Fetal/etiologia; Complicações na Gravidez/etiologia; Fatores de Risco; Síndrome Antifosfolipídica/complicações; Doenças do Sistema Imunitário/complicações; Trombose/complicações; Trombofilia/complicações; Estudos de Coortes","","http://www.revistafertilidad.org/rif-articulos/causas-de-muerte-fetal-un-revision-de-38-pacientes/318","INTRODUCCIÓN: La pérdida del embarazo que ocurre tras las veinte semanas de gestación, se denomina muerte fetal (MF); es un evento que causa un gran impacto psicoemocional en la pareja afectada. La literatura médica afirma que, en casi la mitad de estos casos, no hay una causa conocida. Las causas principales están relacionadas son: síndrome antifosfolípido obstétrico (SAF), otras alteraciones inmunológicas (OIA), otros factores que pueden causar infarto placentario por coagulación, rotura prematura de membranas, preeclampsia y trombosis en la circulación útero-placentaria. MÉTODOS: Revisamos cuidadosamente la historia clínica y los estudios inmunológicos de una cohorte de 38 pacientes que han sufrido MF. RESULTADOS: Treinta y ocho pacientes (edades 36-42 años) fueron estudiadas. En más de la mitad de los pacientes (57 %) se diagnosticó SAF. El hipotiroidismo autoinmune (26 %), el anticuerpo antinuclear (24 %) comprendió el grupo de OIA. Once de 38 pacientes mostraron diferentes mutaciones de trombofilias. La hiperhomocisteinemia estuvo presente en el 53 % de los pacientes. CONCLUSIÓN: Las alteraciones inmunológicas y la trombofilia se asociaron con una proporción significativa de nuestros casos de MF. El diagnóstico de las causas evitables es necesario para evitar complicaciones obstétricas en embarazos futuros",20201214,37,3/4,,1695-3703
"biblio-1140185","Atualidades em perda gestacional de repetição: definição, diagnóstico e propedêutica/ Current guidelines for recurrent pregnancy loss: definition, diagnostic tests and investigation","Oliveira, Elaine Cristina Fontes de; Lemos, Claudia Navarro Carvalho Duarte; Cavallo, Inês Katerina Damasceno","Femina;48(11): 699-704, 20201130. ilus","Femina","LILACS","article","pt","2020","Humanos; Feminino; Gravidez; Aborto Habitual/diagnóstico; Aborto Habitual/etiologia; Aborto Habitual/diagnóstico por imagem; Protocolos Clínicos; Fatores de Risco","BR","http://fi-admin.bvsalud.org/document/view/4uv6w","Classicamente, a perda gestacional de repetição (PGR) é a ocorrência de três ou mais perdas consecutivas antes de 20 semanas de gestação. Entretanto, as diretrizes para definição, propedêutica e tratamento são controversas. As causas de PGR podem ser multifatoriais e incluem alterações anatômicas do útero, distúrbios endócrinos, alterações imunológicas, infecções, alterações genéticas, obesidade materna, entre outras. Entretanto, na maioria dos casos, a causa de PGR é desconhecida. Os protocolos para o diagnóstico de PGR variam muito e são direcionados à pesquisa de possíveis fatores causais. Neste artigo foi realizada uma revisão e comparação das últimas diretrizes para diagnóstico e propedêutica das causas de PGR da Sociedade Europeia de Reprodução Humana e Embriologia (ESHRE), da Sociedade Americana de Medicina Reprodutiva (ASRM) e do Royal College of Obstetricians and Gynaecologists (RCOG).(AU)",20201203,48,11,,0100-7254
"mdl-33080891","Curcumin: Could This Compound Be Useful in Pregnancy and Pregnancy-Related Complications?","Filardi, Tiziana; Varì, Rosaria; Ferretti, Elisabetta; Zicari, Alessandra; Morano, Susanna; Santangelo, Carmela","Nutrients;12(10)2020 Oct 17. ","Nutrients","MEDLINE","article","en","2020","Curcumina; Depressão Pós-Parto/prevenção &amp; controle; Suplementos Nutricionais; Desenvolvimento Fetal/efeitos dos fármacos; Fitoterapia; Complicações na Gravidez/prevenção &amp; controle; Animais; Anti-Inflamatórios; Antioxidantes; Curcumina/administração &amp; dosagem; Curcumina/efeitos adversos; Curcumina/farmacologia; Feminino; Humanos; Fatores Imunológicos; Camundongos; Modelos Animais; Fármacos Neuroprotetores; Gravidez; Resultado da Gravidez; Nascimento Prematuro/prevenção &amp; controle; Ratos","CH","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7603145","Curcumin, the main polyphenol contained in turmeric root (Curcuma longa), has played a significant role in medicine for centuries. The growing interest in plant-derived substances has led to increased consumption of them also in pregnancy. The pleiotropic and multi-targeting actions of curcumin have made it very attractive as a health-promoting compound. In spite of the beneficial effects observed in various chronic diseases in humans, limited and fragmentary information is currently available about curcumin's effects on pregnancy and pregnancy-related complications. It is known that immune-metabolic alterations occurring during pregnancy have consequences on both maternal and fetal tissues, leading to short- and long-term complications. The reported anti-inflammatory, antioxidant, antitoxicant, neuroprotective, immunomodulatory, antiapoptotic, antiangiogenic, anti-hypertensive, and antidiabetic properties of curcumin appear to be encouraging, not only for the management of pregnancy-related disorders, including gestational diabetes mellitus (GDM), preeclampsia (PE), depression, preterm birth, and fetal growth disorders but also to contrast damage induced by natural and chemical toxic agents. The current review summarizes the latest data, mostly obtained from animal models and in vitro studies, on the impact of curcumin on the molecular mechanisms involved in pregnancy pathophysiology, with the aim to shed light on the possible beneficial and/or adverse effects of curcumin on pregnancy outcomes.",20201021,12,10,10.3390/nu12103179,2072-6643
"mdl-32983537","Immune function during pregnancy varies between ecologically distinct populations.","Hové, Carmen; Trumble, Benjamin C; Anderson, Amy S; Stieglitz, Jonathan; Kaplan, Hillard; Gurven, Michael D; Blackwell, Aaron D","Evol Med Public Health;2020(1): 114-128, 2020. ","Evol Med Public Health","MEDLINE","article","en","2020","","GB","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7502269","BACKGROUND AND OBJECTIVES: Among placental mammals, females undergo immunological shifts during pregnancy to accommodate the fetus (i.e. fetal tolerance). Fetal tolerance has primarily been characterized within post-industrial populations experiencing evolutionarily novel conditions (e.g. reduced pathogen exposure), which may shape maternal response to fetal antigens. This study investigates how ecological conditions affect maternal immune status during pregnancy by comparing the direction and magnitude of immunological changes associated with each trimester among the Tsimane (a subsistence population subjected to high pathogen load) and women in the USA. METHODOLOGY: Data from the Tsimane Health and Life History Project (N = 935) and the National Health and Nutrition Examination Survey (N = 1395) were used to estimate population-specific effects of trimester on differential leukocyte count and C-reactive protein (CRP), a marker of systemic inflammation. RESULTS: In both populations, pregnancy was associated with increased neutrophil prevalence, reduced lymphocyte and eosinophil count and elevated CRP. Compared to their US counterparts, pregnant Tsimane women exhibited elevated lymphocyte and eosinophil counts, fewer neutrophils and monocytes and lower CRP. Total leukocyte count remained high and unchanged among pregnant Tsimane women while pregnant US women exhibited substantially elevated counts, resulting in overlapping leukocyte prevalence among all third-trimester individuals. CONCLUSIONS AND IMPLICATIONS: Our findings indicate that ecological conditions shape non-pregnant immune baselines and the magnitude of immunological shifts during pregnancy via developmental constraints and current trade-offs. Future research should investigate how such flexibility impacts maternal health and disease susceptibility, particularly the degree to which chronic pathogen exposure might dampen inflammatory response to fetal antigens. LAY SUMMARY: This study compares immunological changes associated with pregnancy between the Tsimane (an Amazonian subsistence population) and individuals in the USA. Results suggest that while pregnancy enhances non-specific defenses and dampens both antigen-specific immunity and parasite/allergy response, ecological conditions strongly influence immune baselines and the magnitude of shifts during gestation.",20200928,2020,1,10.1093/emph/eoaa022,2050-6201
"mdl-32758036","The Effect of Mung Bean (<i>Vigna radiata</i> (L.)) Coat Extract on Mouse Liver Metabolism During Progesterone Withdrawal.","Hashiguchi, Akiko; Okabayashi, Koji; Yamaguchi, Hisateru; Tsuchida, Kunihiro; Hitachi, Keisuke; Isoda, Hiroko","J Med Food;23(9): 967-977, 2020 Sep. ","J Med Food","MEDLINE","article","en","2020","Metabolismo dos Lipídeos; Fígado/efeitos dos fármacos; Extratos Vegetais/farmacologia; Progesterona/administração &amp; dosagem; Vigna/química; Animais; Feminino; Fígado/metabolismo; Camundongos; Camundongos Endogâmicos C57BL; Proteômica","US","https://dx.doi.org/10.1089/jmf.2020.4703","Mung bean (Vigna radiata) is an immunomodulatory medicinal plant, which is recognized as a component of a traditional postpartum diet. The liver plays a crucial role in fatty acid synthesis under the control of various hormones that are affected by pregnancy. This study was designed to establish whether the mung bean water extract, which contains prostaglandins that can regulate corpus luteum maturation, provided any benefits to liver metabolism after the dynamic hormonal change associated with pregnancy. Female C57BL/6J mice were used, and all mice received daily injections of progesterone (5.0 mg/kg) for 5 days, after which progesterone was withdrawn for 3 days. Gel-free/label-free proteomic analysis revealed that the abundance of several proteins was affected in the liver. Hormone manipulation induced changes in lipid metabolism-related protein abundance; oral administration of mung bean coat extract (MBC) for 3 days mitigated the changes and downregulated the expression of Cpt1&#945;, Akr1ß, and Srebp1 in the liver. Together with immunological leukocyte modulation assessed via proteomic analysis, we suggest that MBC may exert health-promoting effects through the modulation of lipid synthesis during postpartum recovery.",20200808,23,9,10.1089/jmf.2020.4703,1557-7600
"mdl-32739645","What immunological and hormonal protective factors lower the risk of COVID-19 related deaths in pregnant women?","Berhan, Yifru","J Reprod Immunol;142: 103180, 2020 11. ","J Reprod Immunol","MEDLINE","article","en","2020","COVID-19/complicações; Complicações Infecciosas na Gravidez/imunologia; Complicações Infecciosas na Gravidez/metabolismo; Complicações Infecciosas na Gravidez/mortalidade; Adulto; COVID-19/imunologia; Feminino; Humanos; Gravidez; Fatores de Risco; SARS-CoV-2","IE","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7368414","Despite anticipated increased risk of COVID-19 and increased expression of the SARS CoV-2 receptor (ACE2), the relatively low mortality of pregnant women with COVID-19 has been an area of wonder. The immunological changes predominantly inclining to anti-inflammatory state, which is augmented by placental hormones' immune modulating action, looks against with COVID-19 inflammatory reaction leading to cytokine storm and multiple organ failure. Unlike many other viral infections, the bilateral immune activation of COVID-19 may preferentially make pregnant women at low risk. Taking the physiological advantage of pregnant women, potential clinical trials are proposed. Quite a large number of epidemiological and obstetrics related studies have addressed the cases of women with COVID-19. However, to the best of the author's knowledge, little is done to explore the physiological internal milieu of pregnant women in relation to COVID-19. This review provides an insight into how the hormonal and immunological changes in pregnancy potentially reduce SARS-CoV-2-mediated inflammatory response.",20200803,142,,10.1016/j.jri.2020.103180,1872-7603
"mdl-32671334","Maternal stress, low cervicovaginal ß-defensin, and spontaneous preterm birth.","Burris, Heather H; Riis, Valerie M; Schmidt, Isabel; Gerson, Kristin D; Brown, Amy; Elovitz, Michal A","Am J Obstet Gynecol MFM;2(2): 100092, 2020 05. ","Am J Obstet Gynecol MFM","MEDLINE","article","en","2020","Microbiota; Nascimento Prematuro; beta-Defensinas; Estudos de Casos e Controles; Estudos de Coortes; Feminino; Humanos; Recém-Nascido; Gravidez; Nascimento Prematuro/epidemiologia; Estados Unidos","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7363402","Background: Spontaneous preterm birth (sPTB) is a major contributor to infant mortality and its etiology remains poorly understood. Host immunity and maternal stress may play a role in the pathogenesis of sPTB but mechanisms are poorly delineated. Antimicrobial proteins in the cervicovaginal space, such as beta defensins, modulate immune responses to bacteria and have been shown to modulate the risk of sPTB from non-optimal microbiota. While stress is known to induce immunological changes, no study has examined the interplay between maternal stress and the immune response in association with sPTB. Objectives: Our objectives were to determine whether psychosocial stress was associated with a mediator of the immune system in the cervicovaginal space, beta defensin-2, and to examine the combined impact of high stress and low cervicovaginal beta defensin-2 levels on the odds of sPTB. Study Design: From the Motherhood & Microbiome cohort study (n=2000), we performed a secondary, nested case-control study, frequency matched by race/ethnicity, of 519 pregnant women (110 sPTB and 409 term). Stress and cervicovaginal beta defensin-2 levels were measured at 16-20 weeks of gestation. Stress was dichotomized at a score of 30 on Cohen's Perceived Stress Scale (PSS-14). We measured cervicovaginal beta defensin-2 levels with ELISA and dichotomized at the median. We modeled associations of high stress and low cervicovaginal beta defensin-2 levels using multivariable logistic regression. We also compared the proportion of women with high stress and low cervicovaginal beta defensin-2 levels among women with spontaneous preterm and term births using Chi-Square tests. We modeled adjusted associations of stress and cervicovaginal beta defensin-2 levels with odds of sPTB using logistic regression. Results: The majority of the study population was non-Hispanic black (72.8%), insured by Medicaid (51.1%), and had a PSS-14 score < 30 (80.2%). High stress was associated with reduced adjusted odds of low beta defensin-2 levels (aOR 0.63, 95% CI: 0.38 -0.99). In a model adjusted for race and smoking, both high stress (aOR 1.72, 95% CI: 1.03-2.90) and low beta defensin-2 (aOR 1.58, 95% CI: 1.004-2.49) were associated with increased odds of sPTB. We then built a model of the four possible combinations of low and high stress and low and high beta defensin-2 levels with the odds of sPTB. Women with either high stress (aOR 1.37, 95% CI: 0.68 - 2.78) or low beta defensin-2 (aOR 1.40, 95% CI: 0.83-2.34), had slightly elevated but not significantly increased odds of sPTB compared to women with neither exposure. However, women with both high stress and low beta defensin-2 had significantly elevated odds of sPTB compared to women with neither exposure (aOR 3.16, 95 % CI: 1.46 - 6.84). Conclusion: High perceived stress and low cervicovaginal beta defensin-2 levels are associated with higher odds of sPTB, and when present concurrently, they result in the highest odds of sPTB in a largely non-Hispanic black cohort. Our findings warrant further work to examine social determinants of health and the host cervicovaginal immune responses that may modulate the pathogenesis of sPTB.",20200717,2,2,10.1016/j.ajogmf.2020.100092,2589-9333
"mdl-32623188","Two of a kind? Immunological and clinical risk factors differ between recurrent implantation failure and recurrent miscarriage.","Vomstein, Kilian; Voss, Pauline; Molnar, Karin; Ainsworth, Asrin; Daniel, Volker; Strowitzki, Thomas; Toth, Bettina; Kuon, Ruben-J","J Reprod Immunol;141: 103166, 2020 09. ","J Reprod Immunol","MEDLINE","article","en","2020","Aborto Habitual/imunologia; Síndrome Antifosfolipídica/epidemiologia; Implantação do Embrião/imunologia; Transferência Embrionária/efeitos adversos; Infertilidade/terapia; Aborto Habitual/sangue; Aborto Habitual/epidemiologia; Adulto; Anticorpos Antinucleares/sangue; Anticorpos Antinucleares/imunologia; Anticorpos Antinucleares/metabolismo; Síndrome Antifosfolipídica/sangue; Síndrome Antifosfolipídica/imunologia; Transferência Embrionária/estatística &amp; dados numéricos; Endométrio/imunologia; Fator VIII/análise; Fator VIII/imunologia; Fator VIII/metabolismo; Feminino; Humanos; Infertilidade/imunologia; Células Matadoras Naturais/imunologia; Gravidez; Prevalência; Estudos Retrospectivos; Fatores de Risco; Linfócitos T Reguladores/imunologia; Linfócitos T Reguladores/metabolismo; Resultado do Tratamento","IE","https://dx.doi.org/10.1016/j.jri.2020.103166","Recurrent miscarriage (RM) and recurrent implantation failure (RIF) are unsolved challenges in reproductive medicine. Whether RIF patients share the same risk factors as RM patients is a matter of debate. Besides clinical factors, immune alterations are discussed in both conditions. The scope of this study was to compare the prevalence of clinical and immunological risk factors in a large cohort of RM and RIF patients. Between 11/2011 and 02/2019, 613 RM and 185 RIF patients were included. A screening for anatomical malformations, endocrine, autoimmune, prothrombotic and parental chromosomal disorders was performed. The immune status was assessed using flow cytometry analysis of peripheral lymphocyte subpopulations and uterine natural killer cells (uNK cells) using immunohistochemistry. RM patients showed a higher rate of intrauterine adhesions and elevated antinuclear antibodies &#8805; 1:160 (p < 0.05). A higher prevalence of submucous fibroids and increased factor VIII levels were observed in RIF patients (p < 0.05). The prevalence of an antiphospholipid syndrome (APLS) was low and did not differ between the two groups. RIF patients had higher numbers of peripheral regulatory T-cells (p < 0.05). Significant more RIF patients were diagnosed with elevated uNK cells (p < 0.05). Differences in clinical and immunological risk factors of RM and RIF patients reflect different entities. Lower Tregs in RM and higher uNK cells in RIF patients might be related to the previous exposure of the immune system to fetal cells. The low prevalence of an APLS indicates a potential overestimation of this factor in the pathophysiology of RM and RIF.",20200706,141,,10.1016/j.jri.2020.103166,1872-7603
"mdl-32572361","Resistance Profiles of Staphylococcus aureus and Immunological Status in Pregnant Women at Bafang, West Region of Cameroon: A Cross-Sectional Study.","Ngalani, Ornella Joseline Tchokouaha; Marbou, Wiliane Jean Takougoum; Mbaveng, Armelle Tsafack; Kuete, Victor","Cureus;12(6): e8648, 2020 Jun 16. ","Cureus","MEDLINE","article","en","2020","","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302716","Background Staphylococcus aureus, a facultative aero-anaerobic Gram-positive coccus typically considered normal ï¬ora in the human gastrointestinal tract, have increasingly become a major cause of healthcare-associated infections over the past decade. This study aimed to evaluate the changes in immune factors in pregnant women colonized by S. aureus in the town of Bafang, West Region of Cameroon. Methods A cross-sectional study was carried in antenatal care unit in various health center in Bafang. S. aureus were isolated in stools using specific bacterial culture media. Antimicrobial susceptibility test was carried out using disk diffusion method. Blood was used to measure CD3, CD4 and CD8 T-cell lymphocyte counts, white blood cell count, high sensitivity C-reactive protein (hs-CRP) and interleukin-6 measurement using flow cytometry, optical detection and the ELISA solid phase direct sandwich method, respectively. Results Out of the 169 patients studied, 76.30% patients were pregnant women and 23.70% were non-pregnant women. S. aureus were isolated in 70.41% participants that is, 78.15% in pregnant and 21.85% in non-pregnant women. The mean age was significantly higher in non-pregnant women (29.38 ± 7.685 years) compared to pregnant women (25.55 ± 5.521 years). CD4 T-cell (574.80 ± 165.94; 754.03 ± 162.28, p < 0.001), were significantly lower in pregnant than non-pregnant women respectively, contrary for CD8 T-cell (333.86 ± 233.04; 250.40 ± 227.75, p = 0.043). S. aureus were significantly more isolated in pregnant women with a CD4 T-cell count between 410 and 625 cells/µl (p < 0.001). S. aureus were more susceptible to imipenem (91.40%), (100%); ciprofloxacin (65.59%), (69.44%); amikacin (96.77%), (100%) and resistant to chloramphenicol (78.49%), doxycycline (64.52%) and cefotaxime (51.61%) in pregnant women. Staphylococcus aureus showed a significant increased multidrug resistant (MDR) and methicillin-resistant S. aureus (MRSA) phenotypes in pregnant compared to non-pregnant women (p < 0.05). Conclusion The present study revealed that, Staphylococcus aureus, including resistant phenotypes should be considered in pregnant women to improve their health care.",20200624,12,6,10.7759/cureus.8648,2168-8184
